Date,Open,High,Low,Close,Adj Close,Volume,MACD,RSI,MA,EMA,SMA,STD,Upper,Lower,PatternClass
2004-08-20,2.527777910232544,2.7297298908233643,2.515014886856079,2.71045994758606,2.71045994758606,456686856,,,2.610735416412353,2.610735416412353,2.610735416412353,0.0997245311737149,2.8101844787597834,2.411286354064924,6
2004-08-24,2.7837839126586914,2.792793035507202,2.59184193611145,2.62437391281128,2.62437391281128,304946748,,49.99989484354833,2.6810559034347534,2.648050520155165,2.6810559034347534,0.0566819906234897,2.794419884681733,2.5676919221877736,4
2004-08-26,2.626375913619995,2.701451063156128,2.6191189289093018,2.7004499435424805,2.7004499435424805,141897960,,76.10741445344576,2.676551461219788,2.68400623768936,2.676551461219788,0.0238984823226928,2.7243484258651733,2.628754496574402,6
2004-08-27,2.705204963684082,2.7182180881500244,2.644895076751709,2.6564059257507324,2.6564059257507324,124235640,,43.674202513409874,2.6784279346466064,2.665606029730275,2.6784279346466064,0.022022008895874,2.7224719524383545,2.6343839168548584,4
2004-08-30,2.6346349716186523,2.63988995552063,2.552803039550781,2.552803039550781,2.552803039550781,103935960,,14.534658653075608,2.604604482650757,2.590404036277279,2.604604482650757,0.0518014430999584,2.708207368850674,2.50100159645084,4
2004-08-31,2.5600600242614746,2.595345020294189,2.556556940078736,2.561811923980713,2.561811923980713,98357544,,23.420516394890605,2.557307481765747,2.5713426280795684,2.557307481765747,0.0045044422147686,2.5663163661952844,2.54829859733621,5
2004-09-01,2.5700700283050537,2.576827049255371,2.49424409866333,2.508759021759033,2.508759021759033,182765052,,10.52819169155115,2.535285472869873,2.5296202238658783,2.535285472869873,0.0265264511108398,2.5883383750915527,2.4822325706481934,4
2004-09-07,2.527777910232544,2.552552938461304,2.492743015289306,2.542042016983032,2.542042016983032,116950932,,62.11269222674864,2.522397518157959,2.532721291855013,2.522397518157959,0.019644498825028,2.561686515808015,2.483108520507903,6
2004-09-09,2.5658159255981445,2.570319890975952,2.527528047561645,2.560309886932373,2.560309886932373,81234684,,74.3117726652212,2.560184955596924,2.5571889624413555,2.560184955596924,0.0001249313354492,2.5604348182678223,2.5599350929260254,4
2004-09-10,2.5425429344177246,2.666666984558105,2.5350348949432373,2.6358859539031982,2.6358859539031982,173977848,,95.89409929561768,2.5980979204177856,2.6096536234159173,2.5980979204177856,0.0377880334854126,2.673673987388611,2.5225218534469604,6
